Start String,Generated New Vocab,Attempts
cuneatu,,nan
cun,cuna,0
cun,cun,0
cu,cura,0
cunea,cunea,0
c,charovi,0
cunea,cunea,0
cune,cunensis,0
cune,cunensis,0
cuneatus,,nan
coottha,cootthana,5
coott,coottensis,0
coo,coo,0
co,co,0
c,con,0
cootth,cootthari,1
cootth,cootthani,0
coo,cooni,0
coott,coottans,0
cootth,cootthami,2
blanc,blanca,0
bl,blei,0
bl,blei,0
blanc,blanchi,0
bla,blaviei,0
bla,blamma,0
bla,blaai,1
blanco,blancoi,0
b,bi,0
b,bior,0
valqu,valqui,0
va,vae,0
valquiri,valquiri,0
valq,valqi,0
valquir,valquiri,0
valqu,valquei,0
val,vale,0
valquiri,valquiri,0
va,va,0
v,valy,0
lacte,lactei,0
lac,lachi,0
lact,lactus,1
lac,lacea,0
la,,nan
lacteus,lacteusi,4
lacteus,lacteuseri,0
lacteus,lacteusi,1
lacte,lactei,0
l,landi,0
consuelo,consuelones,15
consue,consuensis,0
con,con,0
c,chenkiensis,0
consuel,consuelvoi,0
consuelo,consuelot,13
consuelo,consuelorus,15
co,cota,1
cons,cons,0
con,conins,0
schubo,schuborum,0
sc,scheni,0
schub,schubertorum,0
schubotzi,,nan
sch,schi,0
sc,schi,0
sc,sceti,0
schubotzi,,nan
schubo,schubo,0
sc,schi,0
dep,dephera,0
depunct,depunctatus,0
depunc,depunctata,0
d,desensis,0
de,de,0
depunct,depunctata,0
de,der,0
dep,depiensis,0
de,densis,0
depunct,depunctum,0
yacuiens,yacuiense,12
yacuiensis,,nan
yacuien,,nan
yacuiensi,,nan
y,ya,1
yacuie,,nan
yacui,,nan
ya,ya,0
yacu,yacu,0
yac,yaca,0
kopo,kopo,0
koponeni,koponenii,3
kopon,koponi,0
kopone,koponensis,0
kopon,kopon,0
kopon,kopon,0
kopo,kopoensis,0
kop,kop,0
kopone,koponensis,0
k,ki,0
per,pers,0
per,pera,0
pe,pe,0
p,pectoroborea,0
perc,perceae,0
pe,pea,0
pe,pes,0
percy,percyla,0
perc,percei,0
per,pera,0
dunstani,dunstanicus,0
dunstani,dunstanicus,1
dunsta,dunstanicus,0
dun,dun,0
dunstani,dunstanicus,0
dun,dunha,0
dunst,dunstrai,0
dun,dung,0
d,dominensis,1
dun,dun,0
fuscoma,fuscomaculata,0
fusco,fuscoides,0
fuscomaculatum,,nan
fuscomacul,fuscomaculata,0
fuscom,fuscoma,0
fuscomaculatu,fuscomaculatus,0
fuscomac,fuscomaculatus,0
fuscomacu,fuscomaculatus,0
fuscomacula,fuscomaculatus,0
fuscomaculat,fuscomaculata,0
st,strami,0
str,strae,0
strab,strabilis,0
stra,stra,0
stra,stra,0
s,spinis,0
strab,strabilis,0
straba,strabalpa,2
strab,strabilis,0
str,striei,0
palik,palika,0
palikea,palikeae,0
palikea,palikeana,0
p,phagus,0
pal,palans,0
pa,pa,0
pal,palpa,0
pa,pa,0
palike,palikes,0
pal,palaya,0
xiq,xiqui,0
xiquanens,,nan
xiqua,xiqua,0
xiqu,xiquensis,0
xi,xi,0
xiquane,xiquane,8
xiquanen,xiquanense,5
xiquanensis,,nan
x,ximus,0
xiquanensi,,nan
zang,zangensis,0
zanghe,zanghe,0
zan,zani,0
zan,zanae,0
zan,zanensis,0
zang,zango,0
zangherii,,nan
zang,zangensis,0
zang,zangensis,0
zang,zangensis,0
trima,trimani,0
trim,trim,0
tr,trelli,0
tri,trix,0
tri,trix,0
t,tou,0
t,trocavus,1
trima,trimanus,0
tr,trohum,0
t,trax,0
coe,coensis,0
c,chaensis,0
c,cho,0
coen,coensis,0
c,chilleae,0
coeno,coenoides,0
coe,coensis,0
coeno,coenoides,0
coenosa,,nan
coeno,coenoides,0
simoni,,nan
si,,nan
simonis,,nan
simonis,,nan
simoni,,nan
simoni,,nan
simo,simorpha,0
simon,simons,0
si,,nan
sim,simum,12
b,bini,1
bimucronatu,,nan
bimucronatus,,nan
bi,bi,0
bimucr,bimucrai,0
bimu,bimus,0
bimucrona,bimucrona,0
bimucron,bimucrona,0
bimuc,bimuchi,0
bimucro,bimucro,0
de,deri,0
dem,dem,0
demersa,demersae,0
demersa,demersae,0
demer,demeri,0
dem,demini,0
d,dae,0
dem,dem,0
deme,demei,0
de,deri,0
altim,altim,2
alt,altae,0
altimontan,altimontani,0
altimo,altimoi,0
altimon,altimoni,0
altimont,altimontanum,6
al,alang,0
altimontanu,,nan
altimonta,altimontai,1
a,a,0
ha,haveri,0
haplotar,haplotaria,1
h,heng,0
haplota,haplotas,0
haplotars,haplotarsi,0
haplo,haploti,0
haplot,haploti,0
hap,hapi,0
haplotarsa,haplotarsalis,0
hapl,hapli,0
akha,akhanensis,0
a,anus,0
akh,akha,0
akh,akha,0
akhanii,,nan
a,aba,0
akhan,akhani,0
a,ang,0
akhani,akhanica,0
a,ang,0
calcitr,calcitra,0
calcitrans,,nan
calci,calcis,0
c,chu,0
calcitra,calcitra,0
ca,ca,0
calcitran,calcitranus,1
calc,calca,0
calcit,calcita,0
cal,calis,1
she,sherni,0
s,sparens,1
she,shera,0
s,schanica,0
she,shevi,0
she,sheri,0
sheba,shebai,2
s,sfancensis,0
sh,shi,0
sh,shanica,0
alp,alp,0
alpinu,,nan
alp,alpo,0
alpinus,,nan
alpin,alpin,3
alpinus,,nan
a,amitica,0
alpinus,,nan
alp,alpa,0
alpinus,,nan
vassununga,vassunungae,3
vass,vassi,0
vassunung,vassunung,0
vassunu,vassunuk,0
vassu,vassunensis,0
vassunun,vassunun,0
vas,vas,0
v,ver,0
va,va,0
vassun,vassunae,0
p,pterus,0
po,pose,0
pougnet,pougnetae,0
pou,pou,0
pougneti,,nan
pougne,pougnei,0
pougne,pougnei,0
poug,pougensis,0
p,paralis,1
pougneti,pougnetii,6
pe,pe,0
p,pa,0
pen,pensis,0
pen,penti,0
pentodon,,nan
pentodo,pentodoides,0
pentod,pentodu,0
pentodon,pentodoni,2
pentod,pentodu,0
pe,pes,0
flavocin,flavocinca,19
flavo,flavostria,0
flavoci,flavoci,0
flavoc,flavoculatus,0
flavocinct,,nan
flav,flavi,0
fl,fleri,0
f,formis,0
fla,fla,0
flavocincta,,nan
gibber,gibbersi,0
gibb,gibbica,1
g,gaster,0
gibbe,gibbensis,0
gibber,gibbergi,0
gi,gius,0
gibber,gibberg,0
gibber,gibbergi,0
g,gitangensis,0
gi,gi,0
se,sensis,0
seneg,senegi,0
senegalensis,,nan
senegalensi,,nan
sene,senes,0
sen,sensis,0
senegalens,senegalense,11
s,scutensis,0
senegal,senegal,0
senegale,,nan
katy,katy,0
katy,katy,0
ka,ka,0
kat,katanae,0
kat,katana,0
k,kee,0
katy,katy,0
katya,katya,2
ka,ka,0
kat,katalai,0
f,fengensis,1
flora,,nan
flor,florum,0
flora,,nan
flo,flons,0
fl,fleae,0
flor,florum,0
fl,fleri,0
flora,,nan
flora,,nan
p,physa,1
pelz,pelzeri,0
pelze,pelzeae,0
pel,pellei,0
pelzel,pelzeli,0
pel,pelli,0
pe,peus,0
pelzel,pelzelaensis,0
pelzelni,,nan
pelzel,pelzeli,0
pon,poni,0
ponan,ponan,0
pon,poni,0
pona,pona,0
po,polong,0
ponanga,,nan
ponang,ponang,1
pona,pona,0
ponan,ponan,0
ponan,ponan,0
hippore,hipporensis,0
hi,hia,0
hipp,hippi,0
hip,hipu,0
hipporeg,hipporegi,0
hippo,hippoi,0
h,hepuense,0
hipporegia,hipporegiana,2
hippor,hipporum,0
hipporegi,hipporegi,1
j,janensis,0
jimredneri,,nan
jimr,jimrai,0
jim,jimanus,1
jimredner,jimrednerdi,3
jimredn,jimredni,0
jimre,jimre,0
jimred,jimredo,0
ji,jinae,0
jimredne,jimrednei,0
sh,sharyi,0
shan,shanae,0
shan,shani,0
shangr,shangri,0
shangri,shangri,0
sha,shanica,0
s,sukhi,0
sha,sha,0
shangrila,shangrilae,0
s,s,0
nelli,,nan
ne,nei,0
nel,nelae,0
ne,nezu,0
nell,nella,0
ne,nes,0
n,napor,0
nell,nella,0
ne,nensis,0
ne,nensis,0
v,victa,1
vega,vegae,18
v,vi,0
ve,vendu,0
veg,vegi,0
veg,vegori,0
vegas,vegasi,7
veg,vegi,0
vega,vegae,17
vegas,,nan
pugi,pugina,0
pugilis,,nan
pug,puga,0
pugilis,,nan
pug,puga,0
pu,pulata,4
pugi,pugia,0
p,philus,0
pugilis,,nan
pu,pulosa,1
ku,kushimaensis,0
kugitangi,kugitangi,0
k,kiji,0
kug,kuga,0
kugitangic,kugitangicus,0
kugitangica,,nan
kugitan,kugitanicus,0
kugit,kugita,0
kugita,kugita,0
kugitang,kugitang,0
se,sensis,0
semili,semili,0
semilimba,semilimba,0
sem,semora,0
semil,semile,0
semilimbat,semilimbat,0
semi,seminae,0
semilimb,semilimbus,0
semilim,semilim,0
s,shuryi,0
mura,murai,3
mur,muri,0
muralico,,nan
muralicol,muralicolum,1
muralic,muralica,0
m,morthea,0
murali,murali,4
mu,mure,0
mural,murali,0
muralicola,,nan
sche,sche,0
schen,schensis,0
schen,schensis,0
schenke,schenkei,0
schenke,schenkei,0
schenke,schenkei,0
schen,schenmis,0
sche,schevi,0
schenkel,schenkel,0
s,sus,0
pseudovagans,,nan
pseud,pseudorum,0
pseudova,pseudovae,0
pseudovag,pseudovagensis,0
pseudov,pseudovi,0
pseudovaga,pseudovaga,0
pseudovagan,pseudovagana,0
pseu,pseuder,0
pse,pse,0
ps,psen,0
a,a,0
aos,aos,0
ao,ao,0
aosen,aoseni,0
a,atus,1
aos,aos,0
aosen,aosensis,0
aos,aos,0
aos,aos,0
aosen,aosensis,0
tigr,tigrowy,0
tig,tigoensis,0
tigr,tigri,0
tig,tiga,0
tigre,tigretosum,9
tig,tigenora,0
ti,tivus,0
ti,tioides,0
tig,tigua,0
tigre,tigretosus,19
mene,menes,0
menemer,menemeri,0
menemere,menemere,0
meneme,menemeri,0
men,mensis,0
menemerella,menemerellana,13
menemerel,menemereli,0
menemerell,menemerelli,1
me,meri,0
menem,menemani,0
athl,athlei,0
athleticu,athleticum,3
ath,athae,0
athletic,athletica,0
at,atus,0
a,a,1
athle,athle,0
athleticus,,nan
athlet,athletcerae,0
athleti,athleti,0
apot,apotensis,0
apotheti,apotheticus,0
a,a,0
apoth,apothromus,0
apothetic,apotheticus,1
apothetica,,nan
apothet,apotheta,0
apothe,apothes,0
ap,aphysia,0
apo,aporensis,3
niphoco,niphocoensis,0
niphocosm,niphocosma,0
niphocosmum,,nan
niphoc,niphoca,0
niphocos,niphocos,0
nipho,niphorus,0
niphocosmu,niphocosmus,0
n,naria,0
nip,nipsus,0
ni,niensis,0
zabalet,zabaletae,0
zabalet,zabalethae,0
z,zai,0
zaba,zabari,0
zabaleta,zabaletanae,0
zabalet,zabaletha,0
zabale,zabale,0
zabal,zabalensis,0
zabaleta,zabaletae,0
zabalet,zabaletae,0
bra,brasi,0
br,bronke,0
branta,brantana,0
br,brokensis,0
br,brishi,0
b,bairi,0
bra,braia,0
bra,brasi,0
branta,brantana,0
bra,bralis,0
fu,fu,0
furcu,furcus,0
furculo,furculosa,1
f,fflictus,0
furculos,furculosa,10
furculosu,furculosum,0
furc,furcate,0
furcul,furculus,0
furculosus,,nan
fur,fura,8
yas,yas,0
yasu,yasuensis,0
yas,yas,0
yasudai,,nan
yas,yasa,1
yas,yasha,0
yasud,yasuda,0
yasu,yasui,0
ya,ya,0
yasudai,,nan
t,toso,0
tinalandi,tinalandi,0
tinal,tinal,0
tinala,tinala,0
tinaland,tinalandi,0
tinalandia,tinalandiae,8
tina,,nan
ti,tialis,0
tinalan,tinalana,0
tin,tin,2
plan,plani,0
pla,pla,0
planu,,nan
plan,planae,0
planu,,nan
pla,pla,0
pl,plim,0
planus,,nan
planus,,nan
plan,planae,0
fl,flerae,0
flavifr,flavifreggeri,0
flavi,flavis,0
flav,flavi,0
flavifron,,nan
fla,fla,0
flavifrons,,nan
flavif,flaviferae,0
f,fengensis,0
flavifro,flavifromi,1
r,ruptus,0
rio,rioides,3
ri,ri,0
rio,rioides,1
ri,ria,0
rio,rioides,0
ri,ris,0
ri,ri,0
rio,rioides,0
ri,ria,0
robertoi,,nan
rober,roberoi,0
robe,roberroi,0
roberto,robertoni,0
robe,robensis,0
r,ronata,0
robertoi,,nan
ro,ro,0
ro,ro,0
robert,roberthi,0
la,layi,2
laura,laurai,13
laura,laurai,3
laura,laurai,1
lau,laut,0
laura,laurai,0
l,landi,0
l,lineae,0
laur,lauri,0
laur,lauri,0
fur,furus,5
fu,fun,0
furcatella,,nan
furca,furcae,5
furcate,furcate,0
furcatel,furcatela,1
f,fiensis,0
furcatell,furcatellus,1
furc,furcus,0
furcat,furcati,4
rem,remi,0
reme,remei,0
remed,remedi,0
remed,remedi,0
remediu,remediu,3
remedi,remedi,0
remedius,,nan
re,rensis,0
re,rei,0
remedi,remedi,0
m,mites,0
mit,mitae,0
mitific,,nan
mitific,,nan
mitifi,mitifi,0
mitifica,,nan
mi,miata,0
mit,miti,0
mitif,mitiformis,0
mitifi,mitifis,5
a,arensis,0
armatissimu,armatissimum,0
armatiss,armatissa,1
ar,are,0
armatissimus,,nan
arma,arma,0
armatis,armatisa,0
armati,armatis,0
armat,armatos,2
armatissim,armatissimum,6
uzag,uzagu,2
uzaga,,nan
uza,uzanicus,0
uza,uzai,0
uzaga,,nan
uza,uzai,0
uzaga,,nan
uzaga,,nan
uz,uzhi,0
u,uda,0
bi,bi,0
bic,bicki,0
b,biudo,0
bicurvata,,nan
bicurvata,,nan
bicur,bicura,0
bicu,bicus,0
bicur,bicurarioides,0
bicu,bicus,0
bicur,bicursus,0
signiventr,signiventri,15
signiv,signiva,0
sig,sigedoi,0
signivent,signiventensis,1
signi,signis,0
s,shirensis,0
signiventris,,nan
sign,,nan
si,,nan
signiven,signivens,0
demerara,demerara,0
demer,demeri,0
demerarae,,nan
deme,demeriae,0
demerara,demerara,0
dem,demi,1
demer,demeri,0
demerara,demerara,0
demerar,demeraria,0
d,diae,0
shuquiang,shuquiang,0
s,suku,0
shuquian,shuquiana,0
shu,shurensis,0
shuqui,shuqui,0
shuquiangli,shuquianglin,0
shuquia,shuquia,0
shuqu,shuqu,0
shuquiangl,shuquiangli,0
sh,shai,0
warden,wardensis,1
warden,wardensis,0
w,wgi,0
wardeni,wardenii,0
wardeni,wardenisi,0
wardeni,wardenie,12
w,wani,1
war,war,0
warden,wardensis,0
wardeni,wardenie,8
i,i,0
isla,islae,0
islamita,islamitae,0
islami,islami,0
is,is,0
islami,islamia,0
isla,islae,0
isl,isli,0
islam,islam,0
islam,islama,0
puc,pucus,0
pucu,pucu,0
p,posa,2
pucuna,,nan
pucuna,,nan
p,probosus,0
pucun,pucun,0
puc,pucensis,0
puc,pucu,0
pu,pulata,0
misch,mischai,0
mis,mishanica,0
mi,milis,3
m,ma,3
misch,misch,1
misch,misch,11
mis,mishae,0
mis,mishae,0
misc,misca,0
m,mbakensis,0
semicastaneus,,nan
semicastane,semicastane,0
semic,semichensis,0
sem,semboi,0
semicas,semicas,0
semicastaneu,,nan
s,sanga,0
semica,semica,0
semi,seminus,0
semicastan,semicastans,0
ar,are,0
ara,ara,0
ara,ara,0
arawak,arawaka,0
ar,ara,0
arawakan,arawakana,2
araw,arawai,0
arawa,arawan,1
arawak,arawaka,2
a,ampei,0
heizerensi,,nan
h,hemi,0
heizerensis,,nan
he,hena,0
heiz,heizi,0
hei,hei,0
heizere,heizereti,0
heize,heizei,0
heizerens,heizerense,6
heizer,heizeri,0
orph,orpha,0
orpheu,,nan
orp,orpi,0
orphe,orphera,0
or,orum,0
o,on,0
orp,orphi,0
orph,orphi,0
orph,orphes,0
orp,orpmun,0
hamaens,,nan
hamaen,,nan
hama,hamae,0
hamaen,hamaense,0
ham,hamsi,0
hamaens,,nan
hamaen,hamaense,8
ham,hamiensis,0
h,hytes,0
hamae,hamae,0
pi,pitta,0
pi,piensis,0
pictipe,pictipens,8
pictipes,,nan
picti,picti,0
pictipe,pictiped,8
pictipes,,nan
pict,,nan
pictip,pictipunctata,2
p,phthalma,1
torsivoide,,nan
t,tica,0
torsivoid,,nan
torsi,torsis,0
torsivo,torsivormis,0
tor,tor,0
torsivoi,torsivoi,0
tors,torsensis,0
torsivoides,,nan
torsiv,torsivensis,0
nicolas,nicolas,0
nicolas,nicolas,0
n,ngo,0
nicol,nicolum,0
nic,nicollis,0
nic,nic,0
nicola,nicola,0
nico,nicola,0
nicolasi,nicolasi,0
nico,nicola,0
auctif,auctiformi,0
auctificus,,nan
au,aui,0
a,abunda,0
auctifi,auctifi,0
auctificu,,nan
aucti,aucti,0
auc,auchi,0
auct,aucterae,0
auctific,auctifica,3
m,matchevi,0
melliss,mellissarum,0
mellissi,mellissima,0
mellissi,mellissimus,0
mellissi,mellissimus,0
mellis,mellis,0
me,meraria,0
mell,melli,0
melli,melli,0
mellis,mellis,0
garrafensis,,nan
garra,garra,0
garrafen,garrafense,5
ga,ga,0
garr,garrensis,0
g,goadensis,0
garraf,garrafani,1
garrafe,garrafera,0
gar,gari,0
garrafensi,,nan
okor,okorum,0
okoros,okoros,0
okorosav,okorosav,0
oko,oko,0
okorosav,okorosavensis,0
okorosav,okorosava,0
okorosa,okorosanensis,0
okorosa,okorosanensis,0
okoro,okoro,0
ok,oki,0
anom,anomae,0
anomid,anomidi,0
an,ang,0
anomi,anomi,0
anom,anomae,0
an,antia,0
anom,anomus,0
ano,ano,0
anomid,anomidensis,0
ano,ano,0
c,china,0
cress,cressari,1
cressa,cressae,0
cr,cripta,0
cres,cres,0
c,chorola,1
cress,cresseri,1
cress,cressoi,0
cress,cressae,0
cr,cris,0
sin,singi,0
s,s,0
si,,nan
sino,sino,0
si,,nan
sino,sinoma,0
sino,sino,0
sinop,sinops,0
si,,nan
sin,sini,0
trico,tricola,0
tricol,tricola,0
t,tahensis,0
tricoloripes,,nan
tricoloripe,tricoloripensis,8
tricolorip,tricoloripic,9
tr,troi,0
tricolori,tricoloris,0
tricolor,tricolorado,1
tri,trix,0
rufi,rufis,1
ru,rum,0
r,razin,0
rufisque,rufisques,1
ru,rum,0
rufi,rufis,1
ruf,rufo,1
ru,rus,0
rufisque,rufisquerce,0
ruf,rufer,1
scapulat,scapulat,0
scapula,,nan
scapul,scapulca,0
sc,schaensis,0
scapulatus,,nan
scap,scapensis,0
sca,sca,0
s,sanga,1
scapu,scapus,0
scapulatu,,nan
matura,matura,0
m,motana,0
maturata,,nan
ma,ma,0
ma,ma,1
matur,matura,0
matur,matura,0
matur,matura,0
matur,maturus,0
matu,matus,0
cor,corum,0
cornifr,cornifrors,14
corn,corni,2
cornifrons,,nan
cornifron,,nan
cornif,cornificus,0
co,col,0
c,chellim,0
corni,,nan
cornifro,cornifromensis,0
mon,monsi,0
monacan,monacana,0
monacanthu,monacanthus,10
monacanth,monacantha,0
monac,monaca,0
mo,mo,0
mona,,nan
monacanthum,,nan
monacant,monacanth,0
m,man,0
c,chilina,0
cyanog,cyanogaster,0
cyanognathus,,nan
cyanognat,,nan
cyan,cyanei,0
cy,cylus,0
cyanognath,,nan
cyano,cyano,0
cyanogna,cyanognamha,4
cyanogn,,nan
min,mingue,0
minus,minus,0
m,mans,1
mi,miei,0
minusculu,,nan
minuscu,minuscus,0
minuscul,minusculatus,0
minusculus,,nan
minusc,minusca,0
minu,minum,0
ariadnae,ariadnaehi,6
ariadn,ariadnsis,1
aria,ariaquina,0
ar,ari,0
ariadna,ariadnaeti,19
ariadnae,ariadnaevi,6
ariad,ariada,0
ariadn,ariadnsis,0
ari,aria,0
a,afensis,0
qua,qua,0
quadrivulv,quadrivulvi,0
quadr,quadri,0
quadrivulvat,quadrivulvate,0
quadrivulva,quadrivulva,0
qu,quezi,0
quadrivu,quadrivum,0
quad,quadti,0
quadrivulvata,quadrivulvatae,0
quadrivul,quadrivulvus,0
vi,viensis,0
vis,,nan
v,valtans,0
vi,vii,0
vi,via,0
vi,vianus,0
visit,visitale,0
visite,visiter,0
visi,visi,0
v,valuina,0
d,densis,0
dag,dagensis,0
dagostin,dagostina,0
dagosti,dagosti,0
da,da,0
dago,dago,0
dagostinae,,nan
dagost,dagostiha,0
dagostina,dagostina,0
dagos,dagos,0
cultri,cultris,0
cultridens,cultridensis,0
cultride,cultrides,0
cultr,cultra,0
cul,culatus,0
c,cho,0
cult,cultum,10
cultrid,cultrides,0
cu,cus,0
cultriden,cultridensis,0
zeb,zebi,0
zebrin,zebrinae,3
zebrina,,nan
z,za,0
zebrina,zebrinai,19
zebrina,,nan
zebrina,,nan
zebrin,zebrinali,1
zeb,zebi,0
zebrina,,nan
fai,fai,0
faisalabadens,,nan
f,formis,0
faisalabadensi,,nan
faisal,faisali,0
faisalabade,,nan
faisalabad,faisalabad,0
faisalabaden,,nan
faisa,faisae,0
fa,fae,0
curv,curvi,0
curvilinea,curvilineata,4
curvil,curvillei,0
curvili,curvilis,0
curvilineatu,curvilineatum,9
curvilineatus,,nan
curviline,curviline,0
cur,curus,0
curvi,curvitarius,0
cu,cula,0
phaeo,phaeoides,0
phae,phae,0
phaeoch,phaeochirus,0
ph,phalensis,0
p,phora,0
phaeoc,phaeochelis,0
phaeochor,phaeochorus,0
phaeocho,phaeochorum,0
pha,pha,0
phaeochorda,,nan
crassi,crassis,0
crassibulb,crassibulbis,0
c,chihoensis,0
crassibul,crassibula,0
crassibu,crassibum,0
cra,cra,0
cras,cras,0
crassib,crassiber,0
crass,crass,0
crassibulba,,nan
longicymbiali,,nan
longi,longis,0
l,landicus,0
longic,longica,0
longicymbia,,nan
longicymbial,longicymbial,7
lon,long,0
lo,loverde,0
longicym,longicymis,0
long,long,0
orin,orinensis,0
o,opalpis,0
orine,orinensis,0
ori,orici,0
orin,orini,0
orin,orini,2
o,ok,0
o,obloczi,0
orine,orinensis,0
orines,,nan
nig,nigera,1
nigricu,,nan
nigricula,,nan
nigr,nigri,2
ni,ni,0
nigric,nigrica,0
nigric,nigrica,1
nigricula,,nan
nigr,nigri,2
nigricul,nigriculata,9
cor,corum,0
co,co,0
corticeus,,nan
cortic,cortica,0
corticeu,corticeum,0
corticeus,,nan
c,chonga,0
c,chuca,0
corti,cortia,0
corticeus,,nan
dod,dodensis,0
dod,dodorum,0
do,do,0
dod,dodensis,0
dodo,dodoffmarae,0
do,do,0
do,do,0
d,dicea,0
d,derminae,0
dodo,dodoravis,0
sidel,sidellus,0
sidella,sidellata,11
sid,sidri,0
s,sterni,2
sidel,sidela,0
sidella,sidellatus,5
sidell,sidelli,0
side,sides,0
sidell,sidelli,0
s,s,0
l,land,0
lasal,lasali,0
lasalana,,nan
la,laya,2
l,lac,0
la,lae,3
las,lasvii,0
lasalan,lasalanum,1
las,lasvai,0
lasalana,,nan
flab,flabilis,0
flabellatu,,nan
fl,flaensis,0
f,formis,0
flabellatus,,nan
flabell,flabellum,3
flabellat,flabellatum,3
flabella,flabellae,13
flabel,flabeli,0
fla,flara,0
anjozor,anjozorum,0
anjozoro,anjozoro,0
anjoz,anjoza,0
anjozorobe,anjozorobensis,0
anjo,anjorum,0
a,a,0
anjozorob,anjozorobongsi,0
anj,anjae,0
an,anqia,0
anjozo,anjozo,0
evan,evanum,0
evans,evansensis,2
ev,evi,0
evansi,evansijgeri,10
ev,evi,1
evan,evana,0
eva,eva,0
ev,evi,0
e,ense,0
evan,evanum,0
dean,deana,0
de,densis,0
de,deri,0
deang,deangae,0
deang,deang,0
d,desifer,0
dean,deanella,0
deangia,deangiae,0
dea,deae,0
dea,deae,11
seve,seve,0
sevegn,sevegnai,0
sevegnaniae,,nan
se,sensis,0
sevegna,sevegnae,0
s,sangensis,0
sevegnan,sevegnanua,0
sev,sevi,0
sevegnania,sevegnania,0
seveg,sevegnathi,0
rubripl,rubripla,0
rubriple,rubriplescens,0
r,res,0
rubrip,rubripiti,5
ru,rus,0
rub,rub,0
rubri,rubritis,0
rubripleur,rubripleur,2
rubr,rubri,0
rubripleura,,nan
watari,wataria,0
w,wani,1
wa,wai,0
wat,wati,0
watari,wataris,0
watarii,,nan
watar,wataria,4
watarii,,nan
watarii,,nan
watarii,,nan
p,paliens,0
pseudoferrugine,pseudoferrugineisignata,2
pseu,pseurei,0
pse,pse,0
pseudofe,pseudofeari,0
pseudoferrugin,pseudoferrugina,0
pseudoferrugi,pseudoferrugi,2
pseudoferrug,pseudoferrugum,1
pseudo,pseudorum,0
pseudof,pseudofanis,0
vainuia,vainuiae,4
va,va,0
vainuia,vainuiachi,13
vainui,vainui,0
vainu,vainus,0
v,valsa,0
vainuia,vainuiai,1
va,va,0
va,va,0
vainuia,vainuiai,1
alpi,alpis,0
alpig,alpig,0
al,alanga,0
alpigen,alpigensis,1
alpigenoi,,nan
alpige,alpiger,0
alpigeno,alpigeno,0
a,aria,0
alp,alpa,0
alpigenoides,,nan
rastru,rastrus,0
r,rum,0
rast,rasta,0
ras,rasi,0
rastrum,,nan
rastrum,,nan
rast,rastus,0
r,rickensis,1
ra,ra,0
rast,rastes,0
paucisp,paucispis,5
pauc,pauchii,0
pauci,paucis,0
p,philus,0
paucispina,,nan
pau,paus,1
pa,pa,0
paucispi,paucispinum,1
paucis,paucisia,0
paucispin,paucispinus,2
hip,hipus,0
hip,hipus,0
hip,hipum,0
hippi,hippi,0
hippie,hippiensis,0
hippi,hippi,0
hipp,hippi,0
h,huara,0
h,hua,0
hippie,hippiensis,0
b,bluta,0
bal,bal,0
baline,balineae,0
b,binum,0
balin,balin,0
bali,balis,1
ba,banicus,0
bali,balis,1
b,bilis,2
baline,balineae,0
l,longianus,1
laniu,,nan
lani,lani,0
laniu,,nan
laniu,laniu,12
la,lae,9
laniu,laniu,8
laniu,,nan
la,lae,4
lan,langeri,0
lyug,lyugi,0
lyugadinu,,nan
l,longtanus,0
lyugadin,lyugadini,0
lyuga,lyuga,0
ly,lyae,0
lyugad,lyugadi,0
lyugadinus,,nan
lyu,lyuensis,0
lyugadi,lyugadi,0
tenebrosus,,nan
tenebro,tenebrorum,0
ten,tens,0
te,tensis,0
tenebr,tenebri,0
tene,tenei,0
teneb,teneb,0
t,theca,0
tenebrosu,tenebrosum,5
tenebros,,nan
guangxicu,,nan
guangxic,guangxica,0
gu,guana,0
g,guatensis,0
gua,guae,0
guangx,guangxiani,1
guangxi,guangxie,8
guangxicus,,nan
guan,guana,0
guang,guangi,0
s,sechevi,0
sa,sae,0
sara,saran,0
sarahcrewsae,,nan
sarahc,sarahchaevsi,0
sarahcrew,sarahcrewsi,0
sarahcr,sarahcrissi,0
sarahcrews,sarahcrewsi,0
sarahcre,sarahcre,0
sar,saria,0
cuneatu,,nan
cun,cuna,0
cun,cuna,0
cu,cus,0
cunea,cunea,0
c,cho,2
cunea,cunea,0
cune,cunensis,0
cune,cunensis,0
cuneatus,,nan
coottha,cootthana,0
coott,coottani,0
coo,coo,0
co,co,0
c,ceros,0
cootth,cootthani,0
cootth,cootthi,0
coo,coo,0
coott,coottanticus,0
cootth,cootthanus,0
blanc,blancomana,0
bl,blii,0
bl,blo,0
blanc,blanca,0
bla,blae,1
bla,blae,0
bla,bla,0
blanco,blancoi,0
b,bilis,0
b,barda,3
valqu,valquei,0
va,va,0
valquiri,valquiri,0
valq,valqae,0
valquir,valquiri,0
valqu,valqui,0
val,valeti,0
valquiri,valquiri,0
va,va,0
v,valpi,0
lacte,lactei,0
lac,lacea,0
lact,lactus,12
lac,lacei,0
la,lae,3
lacteus,lacteusi,1
lacteus,lacteusi,4
lacteus,lacteusi,7
lacte,lacteae,0
l,livensis,2
consuelo,consuelonga,5
consue,consuensis,0
con,coni,0
c,chinus,0
consuel,consuellus,0
consuelo,consuelora,0
consuelo,consuelowas,0
co,cora,0
cons,cons,0
con,coni,1
schubo,schuborum,0
sc,scepi,0
